# NO SAMPLE
FTS continuous move, 150 GHz source, no bandpass filter; rect horn on source, 
rectangular source on detector

SAMPLE: 611-612 etalon with 2.625" spacing. mm/sec requested to 1.50. X-polarization

4" system stop upstream of beamsplitter
# Center Position 388.300000
# half-wdth 210.000000
# speed, mm/s 1.500000
# SRS time constant: 0.030000 sec
# SRS filter slope: 6 dB/octave
# SRS filt sync on/off: ON
# SRS input mode: AC
# SRS input shield: GND
# SRS sensitivity: 5.000000E-4 volts
# SRS input reserve mode: 2
# SRS sample rate: 256.000000 Hz
# index  time   encoder   signal
# DATA
0 598601440.000000 177.908000 0.000212879
1 598601520.000000 178.022000 0.000212998
2 598601600.000000 178.136000 0.000212968
3 598601680.000000 178.252500 0.000213028
4 598601760.000000 178.365000 0.000212909
5 598601840.000000 178.482000 0.000212819
6 598601920.000000 178.595000 0.00021273
7 598602000.000000 178.710500 0.00021276
8 598602080.000000 178.825000 0.00021276
9 598602160.000000 178.943000 0.00021279
10 598602240.000000 179.055500 0.000212909
11 598602320.000000 179.173000 0.000212968
12 598602400.000000 179.286500 0.000212849
13 598602480.000000 179.401500 0.000212909
14 598602560.000000 179.517500 0.00021273
15 598602640.000000 179.629500 0.00021267
16 598602720.000000 179.746000 0.00021273
17 598602800.000000 179.858500 0.00021273
18 598602880.000000 179.977500 0.000212819
19 598602960.000000 180.090500 0.00021276
20 598603040.000000 180.207500 0.000212819
21 598603120.000000 180.320000 0.000212909
22 598603200.000000 180.438000 0.000212849
23 598603280.000000 180.552500 0.000212819
24 598603360.000000 180.667500 0.0002127
25 598603440.000000 180.782500 0.0002127
26 598603520.000000 180.897500 0.0002127
27 598603600.000000 181.011500 0.000212849
28 598603680.000000 181.127000 0.000212819
29 598603760.000000 181.244500 0.00021279
30 598603840.000000 181.358000 0.000212849
31 598603920.000000 181.476500 0.00021276
32 598604000.000000 181.592500 0.00021279
33 598604080.000000 181.710500 0.00021273
34 598604160.000000 181.825000 0.00021267
35 598604240.000000 181.942000 0.00021267
36 598604320.000000 182.057000 0.000212611
37 598604400.000000 182.171500 0.00021273
38 598604480.000000 182.290000 0.00021276
39 598604560.000000 182.401500 0.00021273
40 598604640.000000 182.519000 0.00021273
41 598604720.000000 182.634000 0.000212641
42 598604800.000000 182.752500 0.000212641
43 598604880.000000 182.866000 0.0002127
44 598604960.000000 182.983000 0.00021267
45 598605040.000000 183.099000 0.000212611
46 598605120.000000 183.212500 0.000212551
47 598605200.000000 183.330000 0.000212551
48 598605280.000000 183.444500 0.000212551
49 598605360.000000 183.558500 0.000212551
50 598605440.000000 183.672500 0.000212611
51 598605520.000000 183.789500 0.000212611
52 598605600.000000 183.901500 0.000212641
53 598605680.000000 184.019500 0.000212581
54 598605760.000000 184.135500 0.000212611
55 598605840.000000 184.251000 0.000212521
56 598605920.000000 184.366500 0.000212551
57 598606000.000000 184.482500 0.000212581
58 598606080.000000 184.597000 0.000212491
59 598606160.000000 184.711000 0.000212641
60 598606240.000000 184.828000 0.00021279
61 598606320.000000 184.939500 0.00021276
62 598606400.000000 185.058500 0.00021273
63 598606480.000000 185.171000 0.000212611
64 598606560.000000 185.288000 0.000212611
65 598606640.000000 185.402000 0.000212521
66 598606720.000000 185.520000 0.000212581
67 598606800.000000 185.633000 0.000212581
68 598606880.000000 185.749000 0.000212581
69 598606960.000000 185.865000 0.00021279
70 598607040.000000 185.978500 0.0002127
71 598607120.000000 186.095000 0.000212819
72 598607200.000000 186.209500 0.00021276
73 598607280.000000 186.326000 0.00021267
74 598607360.000000 186.441500 0.000212551
75 598607440.000000 186.560500 0.000212551
76 598607520.000000 186.675000 0.000212611
77 598607600.000000 186.790500 0.00021273
78 598607680.000000 186.906000 0.00021276
79 598607760.000000 187.023000 0.000212879
80 598607840.000000 187.137500 0.000212819
81 598607920.000000 187.252000 0.00021276
82 598608000.000000 187.370500 0.00021273
83 598608080.000000 187.483000 0.000212581
84 598608160.000000 187.599500 0.000212611
85 598608240.000000 187.715500 0.000212551
86 598608320.000000 187.830500 0.00021267
87 598608400.000000 187.945500 0.00021276
88 598608480.000000 188.063000 0.000212819
89 598608560.000000 188.178500 0.000212879
90 598608640.000000 188.293000 0.000212879
91 598608720.000000 188.410500 0.0002127
92 598608800.000000 188.522000 0.000212521
93 598608880.000000 188.639500 0.000212521
94 598608960.000000 188.753000 0.000212551
95 598609040.000000 188.869500 0.000212551
96 598609120.000000 188.982500 0.0002127
97 598609200.000000 189.100500 0.000212849
98 598609280.000000 189.215500 0.000212998
99 598609360.000000 189.330500 0.000212879
100 598609440.000000 189.446000 0.000212819
101 598609520.000000 189.560000 0.0002127
102 598609600.000000 189.676000 0.000212581
103 598609680.000000 189.791000 0.000212521
104 598609760.000000 189.905500 0.000212551
105 598609840.000000 190.020000 0.0002127
106 598609920.000000 190.138000 0.000212819
107 598610000.000000 190.252000 0.000212968
108 598610080.000000 190.368000 0.000213028
109 598610160.000000 190.483500 0.000212879
110 598610240.000000 190.598500 0.00021276
111 598610320.000000 190.714000 0.000212551
112 598610400.000000 190.829000 0.000212551
113 598610480.000000 190.944000 0.000212462
114 598610560.000000 191.057500 0.000212611
115 598610640.000000 191.172000 0.000212909
116 598610720.000000 191.287500 0.000213028
117 598610800.000000 191.406000 0.000213028
118 598610880.000000 191.519500 0.000213028
119 598610960.000000 191.637000 0.00021273
120 598611040.000000 191.750500 0.000212611
121 598611120.000000 191.869000 0.000212402
122 598611200.000000 191.986000 0.000212491
123 598611280.000000 192.099500 0.00021267
124 598611360.000000 192.217500 0.00021276
125 598611440.000000 192.333000 0.000213058
126 598611520.000000 192.450500 0.000213088
127 598611600.000000 192.562500 0.000213028
128 598611680.000000 192.679500 0.000212819
129 598611760.000000 192.794500 0.000212551
130 598611840.000000 192.909000 0.000212432
131 598611920.000000 193.025500 0.000212402
132 598612000.000000 193.142500 0.000212611
133 598612080.000000 193.258500 0.000212879
134 598612160.000000 193.374000 0.000212998
135 598612240.000000 193.491000 0.000213117
136 598612320.000000 193.603500 0.000212998
137 598612400.000000 193.721500 0.000212849
138 598612480.000000 193.834500 0.000212611
139 598612560.000000 193.949500 0.000212551
140 598612640.000000 194.064500 0.000212491
141 598612720.000000 194.181500 0.000212491
142 598612800.000000 194.294500 0.000212819
143 598612880.000000 194.412500 0.000212998
144 598612960.000000 194.525500 0.000213147
145 598613040.000000 194.641500 0.000213028
146 598613120.000000 194.757500 0.00021279
147 598613200.000000 194.869500 0.0002127
148 598613280.000000 194.987000 0.000212521
149 598613360.000000 195.103000 0.000212551
150 598613440.000000 195.218000 0.000212551
151 598613520.000000 195.334000 0.00021267
152 598613600.000000 195.451000 0.000212939
153 598613680.000000 195.564000 0.000213088
154 598613760.000000 195.682000 0.000213117
155 598613840.000000 195.795000 0.000212998
156 598613920.000000 195.912000 0.000212819
157 598614000.000000 196.029000 0.00021267
158 598614080.000000 196.143500 0.000212462
159 598614160.000000 196.259000 0.000212551
160 598614240.000000 196.375000 0.0002127
161 598614320.000000 196.489500 0.000213058
162 598614400.000000 196.604000 0.000213207
163 598614480.000000 196.720000 0.000213147
164 598614560.000000 196.835000 0.000213117
165 598614640.000000 196.951000 0.000212849
166 598614720.000000 197.067500 0.00021279
167 598614800.000000 197.181500 0.00021273
168 598614880.000000 197.299500 0.000212611
169 598614960.000000 197.413500 0.00021267
170 598615040.000000 197.529500 0.000212968
171 598615120.000000 197.642500 0.000213177
172 598615200.000000 197.762000 0.000213207
173 598615280.000000 197.876000 0.000213147
174 598615360.000000 197.992000 0.000212968
175 598615440.000000 198.107500 0.00021273
176 598615520.000000 198.224000 0.00021273
177 598615600.000000 198.338500 0.000212611
178 598615680.000000 198.454000 0.00021279
179 598615760.000000 198.570500 0.000212968
180 598615840.000000 198.682500 0.000213058
181 598615920.000000 198.800500 0.000213237
182 598616000.000000 198.913000 0.000213147
183 598616080.000000 199.028000 0.000212998
184 598616160.000000 199.142500 0.00021273
185 598616240.000000 199.260000 0.000212551
186 598616320.000000 199.373000 0.000212551
187 598616400.000000 199.489000 0.000212611
188 598616480.000000 199.605000 0.000212849
189 598616560.000000 199.719000 0.000212998
190 598616640.000000 199.837000 0.000213088
191 598616720.000000 199.951000 0.000213207
192 598616800.000000 200.066500 0.000212968
193 598616880.000000 200.180500 0.00021279
194 598616960.000000 200.299500 0.000212611
195 598617040.000000 200.411000 0.00021267
196 598617120.000000 200.527500 0.0002127
197 598617200.000000 200.643500 0.00021276
198 598617280.000000 200.758500 0.000212998
199 598617360.000000 200.874000 0.000213088
